ID,Description_en,VulnStatus,Published,LastModified,WeaknessSource,WeaknessValue,CVSS_Source_v31,CVSS_Vector_v31,CVSS_BaseScore,CVSS_BaseSeverity,ShortName,Group_Label
CVE-2023-44086,"a vulnerability has been identified in tecnomatix plant simulation v2201 (all versions < v2201.0009), tecnomatix plant simulation v2302 (all versions < v2302.0003). the affected applications contain an out of bounds read past the end of an allocated structure while parsing specially crafted spp files. this could allow an attacker to execute code in the context of the current process.",Modified,2023-10-10,2024-11-21,nvd@nist.gov,,nvd@nist.gov,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,7.8,HIGH,NVD,G_C_NVD_Siemens_Group22
CVE-2024-23799,"a vulnerability has been identified in tecnomatix plant simulation v2201 (all versions), tecnomatix plant simulation v2302 (all versions < v2302.0007). the affected applications contain a null pointer dereference vulnerability while parsing specially crafted spp files. an attacker could leverage this vulnerability to crash the application causing denial of service condition.",Modified,2024-02-13,2024-11-21,productcert@siemens.com,CWE-476,productcert@siemens.com,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:L,3.3,LOW,Siemens,G_C_CNA_Siemens_Group23
CVE-2024-23799,"a vulnerability has been identified in tecnomatix plant simulation v2201 (all versions), tecnomatix plant simulation v2302 (all versions < v2302.0007). the affected applications contain a null pointer dereference vulnerability while parsing specially crafted spp files. an attacker could leverage this vulnerability to crash the application causing denial of service condition.",Modified,2024-02-13,2024-11-21,nvd@nist.gov,,nvd@nist.gov,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,5.5,MEDIUM,NVD,G_C_NVD_Siemens_Group23
CVE-2024-23800,"a vulnerability has been identified in tecnomatix plant simulation v2201 (all versions), tecnomatix plant simulation v2302 (all versions < v2302.0007). the affected applications contain a null pointer dereference vulnerability while parsing specially crafted spp files. an attacker could leverage this vulnerability to crash the application causing denial of service condition.",Modified,2024-02-13,2024-11-21,productcert@siemens.com,CWE-476,productcert@siemens.com,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:L,3.3,LOW,Siemens,G_C_CNA_Siemens_Group23
CVE-2024-23800,"a vulnerability has been identified in tecnomatix plant simulation v2201 (all versions), tecnomatix plant simulation v2302 (all versions < v2302.0007). the affected applications contain a null pointer dereference vulnerability while parsing specially crafted spp files. an attacker could leverage this vulnerability to crash the application causing denial of service condition.",Modified,2024-02-13,2024-11-21,nvd@nist.gov,,nvd@nist.gov,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,5.5,MEDIUM,NVD,G_C_NVD_Siemens_Group23
CVE-2024-23801,"a vulnerability has been identified in tecnomatix plant simulation v2201 (all versions), tecnomatix plant simulation v2302 (all versions < v2302.0007). the affected applications contain a null pointer dereference vulnerability while parsing specially crafted spp files. an attacker could leverage this vulnerability to crash the application causing denial of service condition.",Modified,2024-02-13,2024-11-21,productcert@siemens.com,CWE-476,productcert@siemens.com,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:L,3.3,LOW,Siemens,G_C_CNA_Siemens_Group23
CVE-2024-23801,"a vulnerability has been identified in tecnomatix plant simulation v2201 (all versions), tecnomatix plant simulation v2302 (all versions < v2302.0007). the affected applications contain a null pointer dereference vulnerability while parsing specially crafted spp files. an attacker could leverage this vulnerability to crash the application causing denial of service condition.",Modified,2024-02-13,2024-11-21,nvd@nist.gov,,nvd@nist.gov,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,5.5,MEDIUM,NVD,G_C_NVD_Siemens_Group23
CVE-2022-27598,"a vulnerability has been reported to affect qnap operating systems. if exploited, the out-of-bounds read vulnerability allows remote authenticated administrators to get secret values. the vulnerability affects the following qnap operating systems: qts, quts hero, qutscloud, qvp (qvr pro appliances) we have already fixed the vulnerability in the following versions: qts 5.0.1.2346 build 20230322 and later quts hero h5.0.1.2348 build 20230324 and later",Modified,2023-03-29,2024-11-21,security@qnapsecurity.com.tw,CWE-125,security@qnapsecurity.com.tw,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:L/I:N/A:N,2.7,LOW,QNAP,G_C_CNA_QNAP_Group18
CVE-2022-27598,"a vulnerability has been reported to affect qnap operating systems. if exploited, the out-of-bounds read vulnerability allows remote authenticated administrators to get secret values. the vulnerability affects the following qnap operating systems: qts, quts hero, qutscloud, qvp (qvr pro appliances) we have already fixed the vulnerability in the following versions: qts 5.0.1.2346 build 20230322 and later quts hero h5.0.1.2348 build 20230324 and later",Modified,2023-03-29,2024-11-21,nvd@nist.gov,NVD-CWE-noinfo,nvd@nist.gov,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:L/I:N/A:N,2.7,LOW,NVD,G_C_NVD_QNAP_Group18
CVE-2022-27597,"a vulnerability has been reported to affect qnap operating systems. if exploited, the out-of-bounds read vulnerability allows remote authenticated administrators to get secret values. the vulnerability affects the following qnap operating systems: qts, quts hero, qutscloud, qvp (qvr pro appliances) we have already fixed the vulnerability in the following versions: qts 5.0.1.2346 build 20230322 and later quts hero h5.0.1.2348 build 20230324 and later",Modified,2023-03-29,2024-11-21,security@qnapsecurity.com.tw,CWE-125,security@qnapsecurity.com.tw,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:L/I:N/A:N,2.7,LOW,QNAP,G_C_CNA_QNAP_Group18
CVE-2022-27597,"a vulnerability has been reported to affect qnap operating systems. if exploited, the out-of-bounds read vulnerability allows remote authenticated administrators to get secret values. the vulnerability affects the following qnap operating systems: qts, quts hero, qutscloud, qvp (qvr pro appliances) we have already fixed the vulnerability in the following versions: qts 5.0.1.2346 build 20230322 and later quts hero h5.0.1.2348 build 20230324 and later",Modified,2023-03-29,2024-11-21,nvd@nist.gov,NVD-CWE-noinfo,nvd@nist.gov,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:L/I:N/A:N,2.7,LOW,NVD,G_C_NVD_QNAP_Group18
CVE-2020-3321,a vulnerability in cisco webex network recording player and cisco webex player for microsoft windows could allow an attacker to cause a process crash resulting in a denial of service (dos) condition for the player application on an affected system. the vulnerability exists due to insufficient validation of certain elements with a webex recording stored in either the advanced recording format (arf) or the webex recording format (wrf). an attacker could exploit this vulnerability by sending a user a malicious arf or wrf file through a link or email attachment and persuading the user to open the file with the affected software on the local system. a successful exploit could allow the attacker to cause the webex player application to crash when trying to view the malicious file.,Modified,2020-06-03,2024-11-21,ykramarz@cisco.com,CWE-20,ykramarz@cisco.com,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:L,3.3,LOW,Cisco,G_C_CNA_Cisco_Group2
CVE-2020-3321,a vulnerability in cisco webex network recording player and cisco webex player for microsoft windows could allow an attacker to cause a process crash resulting in a denial of service (dos) condition for the player application on an affected system. the vulnerability exists due to insufficient validation of certain elements with a webex recording stored in either the advanced recording format (arf) or the webex recording format (wrf). an attacker could exploit this vulnerability by sending a user a malicious arf or wrf file through a link or email attachment and persuading the user to open the file with the affected software on the local system. a successful exploit could allow the attacker to cause the webex player application to crash when trying to view the malicious file.,Modified,2020-06-03,2024-11-21,nvd@nist.gov,CWE-20,nvd@nist.gov,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:L,3.3,LOW,NVD,G_C_NVD_Cisco_Group2
CVE-2020-3322,a vulnerability in cisco webex network recording player and cisco webex player for microsoft windows could allow an attacker to cause a process crash resulting in a denial of service (dos) condition for the player application on an affected system. the vulnerability exists due to insufficient validation of certain elements with a webex recording stored in either the advanced recording format (arf) or the webex recording format (wrf). an attacker could exploit this vulnerability by sending a user a malicious arf or wrf file through a link or email attachment and persuading the user to open the file with the affected software on the local system. a successful exploit could allow the attacker to cause the webex player application to crash when trying to view the malicious file.,Modified,2020-06-03,2024-11-21,ykramarz@cisco.com,CWE-20,ykramarz@cisco.com,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:L,3.3,LOW,Cisco,G_C_CNA_Cisco_Group2
CVE-2020-3322,a vulnerability in cisco webex network recording player and cisco webex player for microsoft windows could allow an attacker to cause a process crash resulting in a denial of service (dos) condition for the player application on an affected system. the vulnerability exists due to insufficient validation of certain elements with a webex recording stored in either the advanced recording format (arf) or the webex recording format (wrf). an attacker could exploit this vulnerability by sending a user a malicious arf or wrf file through a link or email attachment and persuading the user to open the file with the affected software on the local system. a successful exploit could allow the attacker to cause the webex player application to crash when trying to view the malicious file.,Modified,2020-06-03,2024-11-21,nvd@nist.gov,CWE-20,nvd@nist.gov,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:L,3.3,LOW,NVD,G_C_NVD_Cisco_Group2
CVE-2020-3505,"a vulnerability in the cisco discovery protocol of cisco video surveillance 8000 series ip cameras could allow an unauthenticated, adjacent attacker to cause a memory leak, which could lead to a denial of service (dos) condition on an affected device. the vulnerability is due to incorrect processing of certain cisco discovery protocol packets. an attacker could exploit this vulnerability by sending certain cisco discovery protocol packets to an affected device. a successful exploit could allow the attacker to cause the affected device to continuously consume memory, which could cause the device to crash and reload, resulting in a dos condition. note: cisco discovery protocol is a layer 2 protocol. to exploit this vulnerability, an attacker must be in the same broadcast domain as the affected device (layer 2 adjacent).",Modified,2020-08-26,2024-11-21,ykramarz@cisco.com,CWE-400,ykramarz@cisco.com,CVSS:3.1/AV:A/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,6.5,MEDIUM,Cisco,G_C_CNA_Cisco_Group3
CVE-2020-3505,"a vulnerability in the cisco discovery protocol of cisco video surveillance 8000 series ip cameras could allow an unauthenticated, adjacent attacker to cause a memory leak, which could lead to a denial of service (dos) condition on an affected device. the vulnerability is due to incorrect processing of certain cisco discovery protocol packets. an attacker could exploit this vulnerability by sending certain cisco discovery protocol packets to an affected device. a successful exploit could allow the attacker to cause the affected device to continuously consume memory, which could cause the device to crash and reload, resulting in a dos condition. note: cisco discovery protocol is a layer 2 protocol. to exploit this vulnerability, an attacker must be in the same broadcast domain as the affected device (layer 2 adjacent).",Modified,2020-08-26,2024-11-21,nvd@nist.gov,CWE-401,nvd@nist.gov,CVSS:3.1/AV:A/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,6.5,MEDIUM,NVD,G_C_NVD_Cisco_Group3
CVE-2020-3543,"a vulnerability in the cisco discovery protocol of cisco video surveillance 8000 series ip cameras could allow an unauthenticated, adjacent attacker to cause a memory leak, which could lead to a denial of service (dos) condition on an affected device. the vulnerability is due to incorrect processing of certain cisco discovery protocol packets. an attacker could exploit this vulnerability by sending certain cisco discovery protocol packets to an affected device. a successful exploit could allow the attacker to cause the affected device to continuously consume memory, which could cause the device to crash and reload, resulting in a dos condition. note: cisco discovery protocol is a layer 2 protocol. to exploit this vulnerability, an attacker must be in the same broadcast domain as the affected device (layer 2 adjacent).",Modified,2020-10-08,2024-11-21,ykramarz@cisco.com,CWE-400,ykramarz@cisco.com,CVSS:3.1/AV:A/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,6.5,MEDIUM,Cisco,G_C_CNA_Cisco_Group3
CVE-2020-3543,"a vulnerability in the cisco discovery protocol of cisco video surveillance 8000 series ip cameras could allow an unauthenticated, adjacent attacker to cause a memory leak, which could lead to a denial of service (dos) condition on an affected device. the vulnerability is due to incorrect processing of certain cisco discovery protocol packets. an attacker could exploit this vulnerability by sending certain cisco discovery protocol packets to an affected device. a successful exploit could allow the attacker to cause the affected device to continuously consume memory, which could cause the device to crash and reload, resulting in a dos condition. note: cisco discovery protocol is a layer 2 protocol. to exploit this vulnerability, an attacker must be in the same broadcast domain as the affected device (layer 2 adjacent).",Modified,2020-10-08,2024-11-21,nvd@nist.gov,CWE-401,nvd@nist.gov,CVSS:3.1/AV:A/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,6.5,MEDIUM,NVD,G_C_NVD_Cisco_Group3
CVE-2023-25590,a vulnerability in the clearpass onguard linux agent could allow malicious users on a linux instance to elevate their user privileges to those of a higher role. a successful exploit allows malicious users to execute arbitrary code with root level privileges on the linux instance.,Modified,2023-03-22,2024-11-21,security-alert@hpe.com,,security-alert@hpe.com,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,7.8,HIGH,HPE,G_C_CNA_HPE_Group2
CVE-2023-25590,a vulnerability in the clearpass onguard linux agent could allow malicious users on a linux instance to elevate their user privileges to those of a higher role. a successful exploit allows malicious users to execute arbitrary code with root level privileges on the linux instance.,Modified,2023-03-22,2024-11-21,nvd@nist.gov,CWE-269,nvd@nist.gov,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,7.8,HIGH,NVD,G_C_NVD_HPE_Group2
CVE-2023-43506,a vulnerability in the clearpass onguard linux agent could allow malicious users on a linux instance to elevate their user privileges to those of a higher role. a successful exploit allows malicious users to execute arbitrary code with root level privileges on the linux instance.,Modified,2023-10-25,2024-11-21,security-alert@hpe.com,,security-alert@hpe.com,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,7.8,HIGH,HPE,G_C_CNA_HPE_Group2
CVE-2023-43506,a vulnerability in the clearpass onguard linux agent could allow malicious users on a linux instance to elevate their user privileges to those of a higher role. a successful exploit allows malicious users to execute arbitrary code with root level privileges on the linux instance.,Modified,2023-10-25,2024-11-21,nvd@nist.gov,NVD-CWE-noinfo,nvd@nist.gov,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,7.8,HIGH,NVD,G_C_NVD_HPE_Group2
CVE-2024-20285,"a vulnerability in the python interpreter of cisco nx-os software could allow an authenticated, low-privileged, local attacker to escape the python sandbox and gain unauthorized access to the underlying operating system of the device. the vulnerability is due to insufficient validation of user-supplied input. an attacker could exploit this vulnerability by manipulating specific functions within the python interpreter. a successful exploit could allow an attacker to escape the python sandbox and execute arbitrary commands on the underlying operating system with the privileges of the authenticated user.&nbsp; note: an attacker must be authenticated with python execution privileges to exploit these vulnerabilities. for more information regarding python execution privileges, see product-specific documentation, such as the section of the cisco nexus 9000 series nx-os programmability guide.",Analyzed,2024-08-28,2024-10-22,ykramarz@cisco.com,CWE-653,ykramarz@cisco.com,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,5.3,MEDIUM,Cisco,G_C_CNA_Cisco_Group4
CVE-2024-20285,"a vulnerability in the python interpreter of cisco nx-os software could allow an authenticated, low-privileged, local attacker to escape the python sandbox and gain unauthorized access to the underlying operating system of the device. the vulnerability is due to insufficient validation of user-supplied input. an attacker could exploit this vulnerability by manipulating specific functions within the python interpreter. a successful exploit could allow an attacker to escape the python sandbox and execute arbitrary commands on the underlying operating system with the privileges of the authenticated user.&nbsp; note: an attacker must be authenticated with python execution privileges to exploit these vulnerabilities. for more information regarding python execution privileges, see product-specific documentation, such as the section of the cisco nexus 9000 series nx-os programmability guide.",Analyzed,2024-08-28,2024-10-22,nvd@nist.gov,NVD-CWE-Other,nvd@nist.gov,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H,8.8,HIGH,NVD,G_C_NVD_Cisco_Group4
CVE-2024-20284,"a vulnerability in the python interpreter of cisco nx-os software could allow an authenticated, low-privileged, local attacker to escape the python sandbox and gain unauthorized access to the underlying operating system of the device. the vulnerability is due to insufficient validation of user-supplied input. an attacker could exploit this vulnerability by manipulating specific functions within the python interpreter. a successful exploit could allow an attacker to escape the python sandbox and execute arbitrary commands on the underlying operating system with the privileges of the authenticated user.&nbsp; note: an attacker must be authenticated with python execution privileges to exploit these vulnerabilities. for more information regarding python execution privileges, see product-specific documentation, such as the section of the cisco nexus 9000 series nx-os programmability guide.",Analyzed,2024-08-28,2024-10-17,ykramarz@cisco.com,CWE-693,ykramarz@cisco.com,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,5.3,MEDIUM,Cisco,G_C_CNA_Cisco_Group4
CVE-2024-20284,"a vulnerability in the python interpreter of cisco nx-os software could allow an authenticated, low-privileged, local attacker to escape the python sandbox and gain unauthorized access to the underlying operating system of the device. the vulnerability is due to insufficient validation of user-supplied input. an attacker could exploit this vulnerability by manipulating specific functions within the python interpreter. a successful exploit could allow an attacker to escape the python sandbox and execute arbitrary commands on the underlying operating system with the privileges of the authenticated user.&nbsp; note: an attacker must be authenticated with python execution privileges to exploit these vulnerabilities. for more information regarding python execution privileges, see product-specific documentation, such as the section of the cisco nexus 9000 series nx-os programmability guide.",Analyzed,2024-08-28,2024-10-17,nvd@nist.gov,NVD-CWE-Other,nvd@nist.gov,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H,8.8,HIGH,NVD,G_C_NVD_Cisco_Group4
CVE-2024-20286,"a vulnerability in the python interpreter of cisco nx-os software could allow an authenticated, low-privileged, local attacker to escape the python sandbox and gain unauthorized access to the underlying operating system of the device. the vulnerability is due to insufficient validation of user-supplied input. an attacker could exploit this vulnerability by manipulating specific functions within the python interpreter. a successful exploit could allow an attacker to escape the python sandbox and execute arbitrary commands on the underlying operating system with the privileges of the authenticated user.&nbsp; note: an attacker must be authenticated with python execution privileges to exploit these vulnerabilities. for more information regarding python execution privileges, see product-specific documentation, such as the section of the cisco nexus 9000 series nx-os programmability guide.",Analyzed,2024-08-28,2024-10-22,ykramarz@cisco.com,CWE-693,ykramarz@cisco.com,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,5.3,MEDIUM,Cisco,G_C_CNA_Cisco_Group4
CVE-2024-20286,"a vulnerability in the python interpreter of cisco nx-os software could allow an authenticated, low-privileged, local attacker to escape the python sandbox and gain unauthorized access to the underlying operating system of the device. the vulnerability is due to insufficient validation of user-supplied input. an attacker could exploit this vulnerability by manipulating specific functions within the python interpreter. a successful exploit could allow an attacker to escape the python sandbox and execute arbitrary commands on the underlying operating system with the privileges of the authenticated user.&nbsp; note: an attacker must be authenticated with python execution privileges to exploit these vulnerabilities. for more information regarding python execution privileges, see product-specific documentation, such as the section of the cisco nexus 9000 series nx-os programmability guide.",Analyzed,2024-08-28,2024-10-22,nvd@nist.gov,NVD-CWE-Other,nvd@nist.gov,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H,8.8,HIGH,NVD,G_C_NVD_Cisco_Group4
CVE-2022-20926,"a vulnerability in the web management interface of the cisco firepower management center (fmc) software could allow an authenticated, remote attacker to execute arbitrary commands on the underlying operating system. the vulnerability is due to insufficient validation of user-supplied parameters for certain api endpoints. an attacker could exploit this vulnerability by sending crafted input to an affected api endpoint. a successful exploit could allow an attacker to execute arbitrary commands on the device with low system privileges. to successfully exploit this vulnerability, an attacker would need valid credentials for a user with device permissions: by default, only administrators, security approvers and network admins user accounts have these permissions.",Modified,2022-11-15,2024-11-26,ykramarz@cisco.com,CWE-77,ykramarz@cisco.com,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,6.3,MEDIUM,Cisco,G_C_CNA_Cisco_Group5
CVE-2022-20926,"a vulnerability in the web management interface of the cisco firepower management center (fmc) software could allow an authenticated, remote attacker to execute arbitrary commands on the underlying operating system. the vulnerability is due to insufficient validation of user-supplied parameters for certain api endpoints. an attacker could exploit this vulnerability by sending crafted input to an affected api endpoint. a successful exploit could allow an attacker to execute arbitrary commands on the device with low system privileges. to successfully exploit this vulnerability, an attacker would need valid credentials for a user with device permissions: by default, only administrators, security approvers and network admins user accounts have these permissions.",Modified,2022-11-15,2024-11-26,nvd@nist.gov,CWE-78,nvd@nist.gov,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,8.8,HIGH,NVD,G_I_NVD_Cisco_Group5
CVE-2022-20925,"a vulnerability in the web management interface of the cisco firepower management center (fmc) software could allow an authenticated, remote attacker to execute arbitrary commands on the underlying operating system. the vulnerability is due to insufficient validation of user-supplied parameters for certain api endpoints. an attacker could exploit this vulnerability by sending crafted input to an affected api endpoint. a successful exploit could allow an attacker to execute arbitrary commands on the device with low system privileges. to successfully exploit this vulnerability, an attacker would need valid credentials for a user with device permissions: by default, only administrators, security approvers and network admins user accounts have these permissions.",Modified,2022-11-15,2024-11-26,ykramarz@cisco.com,CWE-77,ykramarz@cisco.com,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,6.3,MEDIUM,Cisco,G_C_CNA_Cisco_Group5
CVE-2022-20925,"a vulnerability in the web management interface of the cisco firepower management center (fmc) software could allow an authenticated, remote attacker to execute arbitrary commands on the underlying operating system. the vulnerability is due to insufficient validation of user-supplied parameters for certain api endpoints. an attacker could exploit this vulnerability by sending crafted input to an affected api endpoint. a successful exploit could allow an attacker to execute arbitrary commands on the device with low system privileges. to successfully exploit this vulnerability, an attacker would need valid credentials for a user with device permissions: by default, only administrators, security approvers and network admins user accounts have these permissions.",Modified,2022-11-15,2024-11-26,nvd@nist.gov,CWE-78,nvd@nist.gov,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,7.2,HIGH,NVD,G_I_NVD_Cisco_Group5
CVE-2021-1573,"a vulnerability in the web services interface of cisco adaptive security appliance (asa) software and cisco firepower threat defense (ftd) software could allow an unauthenticated, remote attacker to trigger a denial of service (dos) condition. this vulnerability is due to improper input validation when parsing https requests. an attacker could exploit this vulnerability by sending a malicious https request to an affected device. a successful exploit could allow the attacker to cause the device to reload, resulting in a dos condition.",Modified,2022-01-11,2024-11-21,ykramarz@cisco.com,CWE-121,ykramarz@cisco.com,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:N/I:N/A:H,8.6,HIGH,Cisco,G_C_CNA_Cisco_Group6
CVE-2021-1573,"a vulnerability in the web services interface of cisco adaptive security appliance (asa) software and cisco firepower threat defense (ftd) software could allow an unauthenticated, remote attacker to trigger a denial of service (dos) condition. this vulnerability is due to improper input validation when parsing https requests. an attacker could exploit this vulnerability by sending a malicious https request to an affected device. a successful exploit could allow the attacker to cause the device to reload, resulting in a dos condition.",Modified,2022-01-11,2024-11-21,nvd@nist.gov,CWE-787,nvd@nist.gov,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,HIGH,NVD,G_C_NVD_Cisco_Group6
CVE-2021-34704,"a vulnerability in the web services interface of cisco adaptive security appliance (asa) software and cisco firepower threat defense (ftd) software could allow an unauthenticated, remote attacker to trigger a denial of service (dos) condition. this vulnerability is due to improper input validation when parsing https requests. an attacker could exploit this vulnerability by sending a malicious https request to an affected device. a successful exploit could allow the attacker to cause the device to reload, resulting in a dos condition.",Modified,2022-01-11,2024-11-21,ykramarz@cisco.com,CWE-121,ykramarz@cisco.com,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:N/I:N/A:H,8.6,HIGH,Cisco,G_C_CNA_Cisco_Group6
CVE-2021-34704,"a vulnerability in the web services interface of cisco adaptive security appliance (asa) software and cisco firepower threat defense (ftd) software could allow an unauthenticated, remote attacker to trigger a denial of service (dos) condition. this vulnerability is due to improper input validation when parsing https requests. an attacker could exploit this vulnerability by sending a malicious https request to an affected device. a successful exploit could allow the attacker to cause the device to reload, resulting in a dos condition.",Modified,2022-01-11,2024-11-21,nvd@nist.gov,CWE-787,nvd@nist.gov,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,HIGH,NVD,G_C_NVD_Cisco_Group6
CVE-2021-40118,"a vulnerability in the web services interface of cisco adaptive security appliance (asa) software and cisco firepower threat defense (ftd) software could allow an unauthenticated, remote attacker to trigger a denial of service (dos) condition. this vulnerability is due to improper input validation when parsing https requests. an attacker could exploit this vulnerability by sending a malicious https request to an affected device. a successful exploit could allow the attacker to cause the device to reload, resulting in a dos condition.",Modified,2021-10-27,2024-11-21,ykramarz@cisco.com,CWE-121,ykramarz@cisco.com,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:N/I:N/A:H,8.6,HIGH,Cisco,G_C_CNA_Cisco_Group6
CVE-2021-40118,"a vulnerability in the web services interface of cisco adaptive security appliance (asa) software and cisco firepower threat defense (ftd) software could allow an unauthenticated, remote attacker to trigger a denial of service (dos) condition. this vulnerability is due to improper input validation when parsing https requests. an attacker could exploit this vulnerability by sending a malicious https request to an affected device. a successful exploit could allow the attacker to cause the device to reload, resulting in a dos condition.",Modified,2021-10-27,2024-11-21,nvd@nist.gov,CWE-787,nvd@nist.gov,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,HIGH,NVD,G_C_NVD_Cisco_Group6
CVE-2024-20269,"a vulnerability in the web-based management interface of cisco firepower management center (fmc) software could allow an authenticated, remote attacker to conduct a cross-site scripting (xss) attack against a user of the interface of an affected device. this vulnerability is due to insufficient validation of user-supplied input by the web-based management interface. an attacker could exploit this vulnerability by inserting crafted input into various data fields in an affected interface. a successful exploit could allow the attacker to execute arbitrary script code in the context of the interface, or access sensitive, browser-based information.",Analyzed,2024-10-23,2024-10-31,ykramarz@cisco.com,CWE-79,ykramarz@cisco.com,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:L/I:L/A:N,4.8,MEDIUM,Cisco,G_C_CNA_Cisco_Group7
CVE-2024-20269,"a vulnerability in the web-based management interface of cisco firepower management center (fmc) software could allow an authenticated, remote attacker to conduct a cross-site scripting (xss) attack against a user of the interface of an affected device. this vulnerability is due to insufficient validation of user-supplied input by the web-based management interface. an attacker could exploit this vulnerability by inserting crafted input into various data fields in an affected interface. a successful exploit could allow the attacker to execute arbitrary script code in the context of the interface, or access sensitive, browser-based information.",Analyzed,2024-10-23,2024-10-31,nvd@nist.gov,CWE-79,nvd@nist.gov,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N,5.4,MEDIUM,NVD,G_C_NVD_Cisco_Group7
CVE-2024-20264,"a vulnerability in the web-based management interface of cisco firepower management center (fmc) software could allow an authenticated, remote attacker to conduct a cross-site scripting (xss) attack against a user of the interface of an affected device. this vulnerability is due to insufficient validation of user-supplied input by the web-based management interface. an attacker could exploit this vulnerability by inserting crafted input into various data fields in an affected interface. a successful exploit could allow the attacker to execute arbitrary script code in the context of the interface, or access sensitive, browser-based information.",Analyzed,2024-10-23,2024-10-31,ykramarz@cisco.com,CWE-79,ykramarz@cisco.com,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:L/I:L/A:N,4.8,MEDIUM,Cisco,G_C_CNA_Cisco_Group7
CVE-2024-20264,"a vulnerability in the web-based management interface of cisco firepower management center (fmc) software could allow an authenticated, remote attacker to conduct a cross-site scripting (xss) attack against a user of the interface of an affected device. this vulnerability is due to insufficient validation of user-supplied input by the web-based management interface. an attacker could exploit this vulnerability by inserting crafted input into various data fields in an affected interface. a successful exploit could allow the attacker to execute arbitrary script code in the context of the interface, or access sensitive, browser-based information.",Analyzed,2024-10-23,2024-10-31,nvd@nist.gov,CWE-79,nvd@nist.gov,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N,5.4,MEDIUM,NVD,G_C_NVD_Cisco_Group7
