ID,ShortName,AV_Diff,AC_Diff,PR_Diff,UI_Diff,S_Diff,C_Diff,I_Diff,A_Diff,Hamming_Distance
CVE-2020-15185,GitHub,0,1,0,0,0,0,0,0,1
CVE-2020-15186,GitHub,0,1,1,1,1,0,0,0,4
CVE-2020-15187,GitHub,0,1,1,1,1,1,0,1,6
CVE-2020-15188,GitHub,0,0,0,0,1,0,0,0,1
CVE-2020-15189,GitHub,0,0,0,1,0,0,0,0,1
CVE-2020-1519,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-15190,GitHub,0,0,0,0,0,0,0,0,0
CVE-2020-15191,GitHub,0,0,0,0,0,0,0,0,0
CVE-2020-15192,GitHub,0,0,0,0,0,0,0,0,0
CVE-2020-15193,GitHub,0,0,0,0,0,0,0,0,0
CVE-2020-15194,GitHub,0,0,0,0,0,0,0,0,0
CVE-2020-15195,GitHub,0,1,0,0,1,0,0,0,2
CVE-2020-15196,GitHub,0,1,0,0,0,0,0,0,1
CVE-2020-15197,GitHub,0,0,0,0,0,0,0,0,0
CVE-2020-15198,GitHub,0,0,0,0,0,0,0,0,0
CVE-2020-15199,GitHub,0,0,0,0,0,0,0,0,0
CVE-2020-1520,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-15200,GitHub,0,0,0,0,0,0,0,0,0
CVE-2020-15201,GitHub,0,0,0,0,0,0,0,0,0
CVE-2020-15202,GitHub,0,0,0,0,0,0,0,0,0
CVE-2020-15203,GitHub,0,0,0,0,0,0,0,0,0
CVE-2020-15204,GitHub,0,0,0,0,0,0,0,0,0
CVE-2020-15205,GitHub,0,1,0,0,1,0,0,0,2
CVE-2020-15206,GitHub,0,1,0,0,1,1,1,0,4
CVE-2020-15207,GitHub,0,0,0,0,0,1,0,0,1
CVE-2020-15208,GitHub,0,1,0,0,0,0,0,1,2
CVE-2020-15209,GitHub,0,0,0,0,0,0,0,0,0
CVE-2020-1521,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-15210,GitHub,0,0,0,0,0,0,0,0,0
CVE-2020-15211,GitHub,0,0,0,0,0,0,0,0,0
CVE-2020-15212,GitHub,0,1,0,0,1,0,0,0,2
CVE-2020-15213,GitHub,0,0,0,0,0,0,0,0,0
CVE-2020-15214,GitHub,0,0,0,0,0,0,0,0,0
CVE-2020-15215,GitHub,0,0,0,0,0,0,0,0,0
CVE-2020-15216,GitHub,0,1,0,0,0,0,0,0,1
CVE-2020-15217,GitHub,0,0,0,0,0,0,0,0,0
CVE-2020-15218,GitHub,0,0,0,0,0,0,0,0,0
CVE-2020-15219,GitHub,0,0,0,0,0,0,0,0,0
CVE-2020-1522,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-15220,GitHub,0,0,0,0,0,0,0,0,0
CVE-2020-15221,GitHub,0,0,0,0,0,1,1,0,2
CVE-2020-15222,GitHub,0,0,0,0,0,0,0,0,0
CVE-2020-15223,GitHub,0,0,0,0,0,0,0,0,0
CVE-2020-15224,GitHub,0,0,0,0,0,0,0,0,0
CVE-2020-15225,GitHub,0,0,1,0,0,0,0,0,1
CVE-2020-15226,GitHub,0,0,0,0,1,0,0,0,1
CVE-2020-15227,GitHub,0,1,0,0,1,0,0,1,3
CVE-2020-15228,GitHub,0,1,0,0,0,1,1,0,3
CVE-2020-15229,GitHub,0,0,0,0,0,1,0,0,1
CVE-2020-1523,Microsoft,0,0,0,1,1,1,1,1,5
CVE-2020-15230,GitHub,0,0,0,0,1,1,1,0,3
CVE-2020-15231,GitHub,0,0,0,0,0,1,1,0,2
CVE-2020-15232,GitHub,0,0,0,1,1,0,1,1,4
CVE-2020-15233,GitHub,0,0,0,0,1,1,1,0,3
CVE-2020-15234,GitHub,0,0,0,0,1,1,1,0,3
CVE-2020-15235,GitHub,0,1,0,0,0,0,0,0,1
CVE-2020-15236,GitHub,0,0,0,0,1,0,0,0,1
CVE-2020-15237,GitHub,0,0,0,0,0,0,0,0,0
CVE-2020-15238,GitHub,1,0,0,0,1,1,0,1,4
CVE-2020-15239,GitHub,0,0,0,0,0,0,0,0,0
CVE-2020-1524,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-15240,GitHub,0,1,0,0,0,0,0,0,1
CVE-2020-15241,GitHub,0,1,0,0,0,0,0,0,1
CVE-2020-15242,GitHub,0,0,0,0,0,0,1,0,1
CVE-2020-15243,GitHub,0,0,0,0,0,0,0,1,1
CVE-2020-15244,GitHub,0,1,0,0,1,0,0,0,2
CVE-2020-15245,GitHub,0,0,0,0,0,0,0,0,0
CVE-2020-15246,GitHub,0,0,0,0,0,0,0,0,0
CVE-2020-15247,GitHub,0,0,0,0,0,0,0,0,0
CVE-2020-15248,GitHub,0,0,0,1,0,0,0,0,1
CVE-2020-15249,GitHub,1,0,0,0,1,1,0,0,3
CVE-2020-1525,Microsoft,1,0,1,1,0,0,0,0,3
CVE-2020-15250,GitHub,0,1,1,0,0,0,0,0,2
CVE-2020-15251,GitHub,0,0,0,0,1,0,0,0,1
CVE-2020-15252,GitHub,0,1,0,0,1,0,0,0,2
CVE-2020-15253,GitHub,0,1,0,0,0,1,1,0,3
CVE-2020-15254,GitHub,0,1,0,0,0,0,0,0,1
CVE-2020-15255,GitHub,1,0,0,0,1,0,0,1,3
CVE-2020-15256,GitHub,0,1,0,0,0,1,0,0,2
CVE-2020-15257,GitHub,0,0,0,0,0,0,0,0,0
CVE-2020-15258,GitHub,0,1,0,0,1,0,0,0,2
CVE-2020-15259,GitHub,0,0,0,0,0,0,0,1,1
CVE-2020-1526,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-15260,GitHub,0,0,0,0,0,0,0,0,0
CVE-2020-15261,GitHub,1,1,0,0,1,0,0,0,3
CVE-2020-15262,GitHub,0,0,0,0,0,1,1,0,2
CVE-2020-15263,GitHub,0,1,0,0,0,1,1,0,3
CVE-2020-15264,GitHub,1,1,0,1,1,0,0,0,4
CVE-2020-15265,GitHub,0,1,0,0,0,0,0,0,1
CVE-2020-15266,GitHub,0,1,0,0,0,0,0,1,2
CVE-2020-15269,GitHub,0,1,0,0,0,0,0,0,1
CVE-2020-1527,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-15270,GitHub,0,0,0,0,0,0,0,0,0
CVE-2020-15271,GitHub,0,0,0,0,1,0,0,1,2
CVE-2020-15272,GitHub,0,0,0,1,0,0,0,0,1
CVE-2020-15273,GitHub,0,1,0,0,0,0,0,0,1
CVE-2020-15274,GitHub,0,1,0,0,0,1,1,0,3
CVE-2020-15275,GitHub,0,0,0,0,0,1,1,0,2
CVE-2020-15276,GitHub,0,1,0,0,0,0,0,0,1
CVE-2020-15277,GitHub,0,0,0,0,0,0,0,0,0
CVE-2020-15278,GitHub,0,0,0,1,1,0,0,1,3
CVE-2020-15279,Bitdefender,0,0,1,0,0,0,0,0,1
CVE-2020-1528,Microsoft,0,0,1,1,0,0,0,0,2
CVE-2020-1529,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-15292,Bitdefender,0,0,0,0,0,0,0,0,0
CVE-2020-15293,Bitdefender,0,0,0,0,0,0,1,0,1
CVE-2020-15294,Bitdefender,0,1,0,0,0,0,0,0,1
CVE-2020-15297,Bitdefender,1,0,0,0,1,0,1,0,3
CVE-2020-1530,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-1531,Microsoft,0,0,1,1,0,0,0,0,2
CVE-2020-1532,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-1533,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-1534,Microsoft,0,0,1,1,0,0,0,0,2
CVE-2020-1535,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-1536,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-1537,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-1538,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-1539,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-1540,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-15408,MITRE,0,1,0,0,0,0,0,0,1
CVE-2020-1541,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-15415,CISA-ADP,0,0,0,0,0,0,0,0,0
CVE-2020-1542,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-1543,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-1544,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-1545,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-1546,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-1547,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-1548,Microsoft,0,0,0,0,0,0,1,1,2
CVE-2020-1549,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-15497,MITRE,0,0,0,1,1,1,0,0,3
CVE-2020-1551,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-1552,Microsoft,1,1,1,1,1,0,0,0,5
CVE-2020-1557,Microsoft,0,0,1,0,0,0,0,0,1
CVE-2020-1558,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-1559,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-15594,MITRE,0,0,0,0,0,0,0,0,0
CVE-2020-15595,MITRE,0,0,0,0,0,0,0,0,0
CVE-2020-1560,Microsoft,0,0,1,0,0,0,0,0,1
CVE-2020-1565,Microsoft,1,1,1,1,0,0,0,0,4
CVE-2020-1566,Microsoft,1,1,1,1,0,1,1,1,7
CVE-2020-1567,Microsoft,0,0,0,0,0,1,1,1,3
CVE-2020-1568,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-1569,Microsoft,1,1,1,1,0,0,0,0,4
CVE-2020-15701,Canonical,0,0,0,0,0,0,0,0,0
CVE-2020-15702,Canonical,0,0,0,0,0,0,0,0,0
CVE-2020-15703,Canonical,0,0,1,0,0,0,0,0,1
CVE-2020-15704,Canonical,0,0,0,0,0,0,0,0,0
CVE-2020-15705,Canonical,0,0,0,0,0,0,0,0,0
CVE-2020-15706,Canonical,0,0,0,0,0,0,0,0,0
CVE-2020-15707,Canonical,0,0,0,0,0,1,0,0,1
CVE-2020-15708,Canonical,0,0,1,0,1,0,0,0,2
CVE-2020-1571,Microsoft,0,0,0,1,0,0,0,0,1
CVE-2020-15710,Canonical,0,1,0,0,0,0,0,0,1
CVE-2020-1573,Microsoft,1,0,0,1,1,1,1,0,5
CVE-2020-15731,Bitdefender,0,0,1,0,0,0,0,0,1
CVE-2020-15732,Bitdefender,0,0,0,1,0,0,0,0,1
CVE-2020-15733,Bitdefender,0,0,0,0,0,0,0,0,0
CVE-2020-15734,Bitdefender,0,0,1,1,0,0,0,0,2
CVE-2020-1574,Microsoft,0,0,0,1,0,0,1,1,3
CVE-2020-15744,Bitdefender,1,0,0,0,1,0,0,0,2
CVE-2020-1575,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-1576,Microsoft,0,1,0,0,1,0,0,0,2
CVE-2020-1577,Microsoft,1,0,1,1,0,0,1,1,5
CVE-2020-15778,CISA-ADP,0,0,0,0,0,0,0,0,0
CVE-2020-15795,Siemens,0,0,0,0,0,0,0,0,0
CVE-2020-1582,Microsoft,0,0,1,1,0,0,0,0,2
CVE-2020-1583,Microsoft,1,0,0,0,0,0,1,1,3
CVE-2020-1584,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-15841,MITRE,0,1,0,0,1,0,0,0,2
CVE-2020-15842,MITRE,0,0,0,0,0,0,0,0,0
CVE-2020-15858,MITRE,0,0,0,1,0,0,0,0,1
CVE-2020-1589,Microsoft,0,0,0,0,0,1,1,0,2
CVE-2020-1590,Microsoft,0,0,0,0,0,0,1,1,2
CVE-2020-1592,Microsoft,0,0,0,0,0,0,1,0,1
CVE-2020-1593,Microsoft,0,0,1,0,1,0,1,1,4
CVE-2020-15933,Fortinet,0,0,0,0,0,0,0,0,0
CVE-2020-15934,Fortinet,1,0,1,0,0,0,0,0,2
CVE-2020-15935,Fortinet,0,0,0,0,0,0,0,0,0
CVE-2020-15936,Fortinet,0,1,0,0,1,1,1,0,4
CVE-2020-15937,Fortinet,0,0,0,0,0,1,0,0,1
CVE-2020-15938,Fortinet,0,1,0,0,1,0,1,0,3
CVE-2020-15939,Fortinet,0,0,0,0,0,0,0,0,0
CVE-2020-1594,Microsoft,1,0,0,0,0,0,0,0,1
CVE-2020-15940,Fortinet,0,0,0,0,0,1,0,0,1
CVE-2020-15941,Fortinet,0,0,0,0,0,0,0,0,0
CVE-2020-15942,Fortinet,0,0,0,0,0,1,0,0,1
CVE-2020-1595,Microsoft,0,0,0,0,1,0,0,0,1
CVE-2020-1596,Microsoft,0,0,1,0,0,0,1,0,2
CVE-2020-1598,Microsoft,0,0,0,1,0,0,1,1,3
CVE-2020-1599,Microsoft,0,0,1,1,0,0,0,0,2
CVE-2020-1600,Juniper,0,0,0,0,0,0,0,0,0
CVE-2020-16009,CISA-ADP,0,0,0,0,0,0,0,0,0
CVE-2020-1601,Juniper,0,0,0,0,0,0,0,1,1
CVE-2020-1602,Juniper,0,0,0,0,0,1,0,1,2
CVE-2020-1603,Juniper,0,0,0,0,0,0,0,0,0
CVE-2020-1604,Juniper,0,0,0,0,0,1,0,0,1
CVE-2020-1605,Juniper,0,0,0,0,0,0,0,0,0
CVE-2020-1606,Juniper,0,0,0,0,0,1,1,0,2
CVE-2020-1607,Juniper,0,1,0,0,1,1,1,1,5
CVE-2020-1608,Juniper,0,0,0,0,0,0,0,0,0
CVE-2020-1609,Juniper,0,0,0,0,0,0,0,0,0
CVE-2020-16096,Gallagher,0,0,0,0,0,0,1,1,2
CVE-2020-16097,Gallagher,0,0,0,0,1,0,1,0,2
CVE-2020-16098,Gallagher,0,0,0,0,0,0,0,0,0
CVE-2020-16099,Gallagher,0,0,0,0,0,0,0,0,0
CVE-2020-16100,Gallagher,0,0,0,0,0,0,0,0,0
CVE-2020-16101,Gallagher,0,0,0,0,0,0,0,0,0
CVE-2020-16102,Gallagher,0,0,1,0,0,0,0,0,1
CVE-2020-16103,Gallagher,0,0,0,0,0,0,0,0,0
CVE-2020-16104,Gallagher,0,0,0,0,1,0,1,1,3
CVE-2020-1611,Juniper,0,0,0,0,0,0,0,0,0
CVE-2020-16119,Canonical,0,1,0,0,0,1,0,0,2
CVE-2020-16120,Canonical,0,1,1,0,0,0,0,0,2
CVE-2020-16121,Canonical,0,0,0,0,0,0,0,0,0
CVE-2020-16122,Canonical,0,0,0,1,1,0,0,0,2
CVE-2020-16123,Canonical,0,0,0,1,0,0,0,0,1
CVE-2020-16124,Canonical,0,0,0,0,0,1,1,1,3
CVE-2020-16125,Canonical,0,0,1,1,1,0,0,0,3
CVE-2020-16126,Canonical,0,0,0,0,0,0,0,0,0
CVE-2020-16127,Canonical,0,0,0,1,0,0,0,1,2
CVE-2020-16128,Canonical,0,0,0,0,0,0,0,0,0
CVE-2020-1613,Juniper,0,0,0,0,1,0,0,0,1
CVE-2020-1614,Juniper,0,0,0,0,0,0,0,0,0
CVE-2020-1615,Juniper,0,0,0,0,0,0,0,0,0
CVE-2020-1616,Juniper,0,0,0,0,0,0,0,0,0
CVE-2020-1617,Juniper,0,0,0,0,0,0,0,0,0
CVE-2020-1618,Juniper,0,1,0,1,0,0,0,0,2
CVE-2020-1619,Juniper,0,0,0,0,0,0,0,1,1
CVE-2020-1620,Juniper,0,0,0,0,0,0,0,0,0
CVE-2020-16209,ICS-CERT,0,0,0,0,0,0,0,0,0
CVE-2020-1621,Juniper,0,0,0,0,0,0,0,0,0
CVE-2020-1622,Juniper,0,0,0,0,0,0,0,0,0
CVE-2020-1623,Juniper,0,0,0,0,0,0,0,0,0
CVE-2020-16231,ICS-CERT,0,0,1,0,0,0,0,0,1
CVE-2020-16232,ICS-CERT,1,0,1,1,0,1,1,1,6
CVE-2020-16235,ICS-CERT,0,0,0,0,0,1,0,0,1
CVE-2020-16238,ICS-CERT,0,0,0,0,0,0,0,0,0
CVE-2020-1624,Juniper,0,0,0,0,0,0,0,0,0
CVE-2020-1625,Juniper,0,0,0,0,0,0,0,0,0
CVE-2020-1626,Juniper,0,0,0,0,0,0,0,0,0
CVE-2020-1627,Juniper,0,0,0,0,0,0,0,0,0
CVE-2020-1628,Juniper,0,0,0,0,0,0,0,0,0
CVE-2020-1629,Juniper,0,0,0,0,0,0,0,0,0
CVE-2020-1630,Juniper,0,0,0,1,0,0,0,0,1
CVE-2020-1631,Juniper,0,0,0,1,0,0,0,0,1
CVE-2020-1632,Juniper,0,0,0,0,0,0,0,0,0
CVE-2020-1633,Juniper,0,0,0,0,1,0,0,0,1
CVE-2020-1634,Juniper,0,0,0,0,0,0,0,0,0
CVE-2020-1637,Juniper,0,0,0,0,1,0,0,0,1
CVE-2020-1638,Juniper,0,0,0,0,0,0,0,0,0
CVE-2020-1639,Juniper,0,0,0,0,0,0,0,0,0
CVE-2020-1640,Juniper,0,0,0,0,0,0,0,0,0
CVE-2020-1641,Juniper,0,0,0,0,0,0,0,0,0
CVE-2020-1643,Juniper,0,0,0,0,0,0,0,0,0
CVE-2020-1644,Juniper,0,0,0,0,0,0,0,0,0
CVE-2020-1645,Juniper,0,0,0,0,0,0,0,0,0
CVE-2020-1646,Juniper,0,0,0,0,0,0,0,0,0
CVE-2020-1647,Juniper,0,0,0,0,0,0,0,0,0
CVE-2020-1648,Juniper,0,0,0,0,0,0,0,0,0
CVE-2020-1649,Juniper,0,0,0,0,0,0,0,0,0
CVE-2020-1650,Juniper,0,0,0,0,0,0,0,0,0
CVE-2020-1651,Juniper,0,0,0,0,0,0,0,0,0
CVE-2020-1652,Juniper,0,1,0,0,0,1,1,1,4
CVE-2020-1653,Juniper,0,0,0,0,0,0,0,0,0
CVE-2020-1654,Juniper,0,0,0,0,0,0,0,0,0
CVE-2020-1655,Juniper,0,0,0,0,0,0,0,0,0
CVE-2020-1660,Juniper,0,0,0,0,0,0,0,1,1
CVE-2020-1676,Juniper,0,0,0,0,0,0,0,0,0
CVE-2020-1684,Juniper,0,0,0,0,0,0,0,0,0
CVE-2020-16851,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-16852,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-16853,Microsoft,0,0,0,0,0,1,0,1,2
CVE-2020-16854,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-16855,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-16856,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-16857,Microsoft,0,1,0,0,1,1,0,1,4
CVE-2020-16858,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-16859,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-16860,Microsoft,0,1,0,0,0,0,0,1,2
CVE-2020-16861,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-16862,Microsoft,0,1,0,0,0,0,0,1,2
CVE-2020-16863,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-16864,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-16871,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-16872,Microsoft,0,0,0,0,0,1,0,0,1
CVE-2020-16873,Microsoft,0,0,0,0,1,1,1,1,4
CVE-2020-16874,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-16875,Microsoft,0,0,0,1,1,0,0,0,2
CVE-2020-16876,Microsoft,0,0,0,0,0,1,0,0,1
CVE-2020-16877,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-16878,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-16879,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-16881,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-16884,Microsoft,0,1,0,0,0,1,1,1,4
CVE-2020-16885,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-16886,Microsoft,0,0,1,0,0,1,1,1,4
CVE-2020-16887,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-16889,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-16890,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-16891,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-16892,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-16894,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-16895,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-16896,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-16897,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-16898,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-16899,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-16900,Microsoft,0,1,0,0,0,0,0,0,1
CVE-2020-16901,Microsoft,0,0,0,1,0,0,0,0,1
CVE-2020-16902,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-16904,Microsoft,0,0,0,0,0,1,1,1,3
CVE-2020-16905,Microsoft,0,0,0,1,0,0,0,1,2
CVE-2020-16907,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-16908,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-16909,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-16910,Microsoft,0,0,0,1,0,0,0,0,1
CVE-2020-16911,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-16912,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-16913,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-16914,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-16915,Microsoft,1,0,0,0,0,0,0,0,1
CVE-2020-16916,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-16918,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-16919,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-1692,Red Hat,0,0,0,0,0,0,1,0,1
CVE-2020-16920,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-16921,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-16922,Microsoft,0,0,1,1,0,1,1,1,5
CVE-2020-16923,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-16924,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-16927,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-16928,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-16929,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-1693,Red Hat,0,0,0,0,0,0,1,1,2
CVE-2020-16930,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-16931,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-16932,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-16933,Microsoft,1,1,0,0,0,0,0,0,2
CVE-2020-16934,Microsoft,0,1,0,0,0,0,0,0,1
CVE-2020-16935,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-16936,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-16937,Microsoft,0,1,1,1,0,0,0,0,3
CVE-2020-16938,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-16939,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-16940,Microsoft,0,0,0,0,0,1,1,0,2
CVE-2020-16941,Microsoft,0,1,1,0,0,0,0,0,2
CVE-2020-16942,Microsoft,0,1,0,0,0,0,0,0,1
CVE-2020-16943,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-16944,Microsoft,0,0,0,0,0,1,1,0,2
CVE-2020-16945,Microsoft,0,0,0,0,0,1,1,0,2
CVE-2020-16946,Microsoft,0,0,0,0,0,1,1,0,2
CVE-2020-16947,Microsoft,0,1,0,0,0,0,0,0,1
CVE-2020-16948,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-16949,Microsoft,1,1,1,0,0,0,0,0,3
CVE-2020-16950,Microsoft,0,0,1,0,0,0,0,0,1
CVE-2020-16951,Microsoft,1,0,0,1,0,1,0,1,4
CVE-2020-16952,Microsoft,1,0,0,1,0,1,0,1,4
CVE-2020-16953,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-16954,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-16955,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-16956,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-16957,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-16958,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-16959,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-1696,Red Hat,0,0,0,0,1,0,0,0,1
CVE-2020-16960,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-16961,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-16962,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-16963,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-16964,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-16967,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-16968,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-16969,Microsoft,0,0,0,0,1,1,1,1,4
CVE-2020-1697,Red Hat,0,0,1,0,0,0,0,0,1
CVE-2020-16970,Microsoft,0,1,1,0,0,0,0,0,2
CVE-2020-16971,Microsoft,0,1,0,0,0,0,0,0,1
CVE-2020-16972,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-16973,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-16974,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-16975,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-16976,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-16977,Microsoft,0,1,0,0,0,0,0,0,1
CVE-2020-16978,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-16979,Microsoft,0,1,0,0,0,0,0,0,1
CVE-2020-1698,Red Hat,0,0,0,1,0,0,0,0,1
CVE-2020-16980,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-16981,Microsoft,0,1,0,0,0,0,0,0,1
CVE-2020-16982,Microsoft,0,1,0,0,0,0,0,0,1
CVE-2020-16983,Microsoft,0,1,0,0,0,0,1,0,2
CVE-2020-16984,Microsoft,0,0,1,0,0,1,0,1,3
CVE-2020-16985,Microsoft,0,0,1,0,0,0,0,0,1
CVE-2020-16986,Microsoft,0,0,1,0,0,0,0,0,1
CVE-2020-16987,Microsoft,0,0,1,0,0,1,0,1,3
CVE-2020-16988,Microsoft,0,1,0,0,1,0,0,0,2
CVE-2020-16989,Microsoft,0,1,0,0,0,0,0,1,2
CVE-2020-1699,Red Hat,0,0,0,0,0,0,0,0,0
CVE-2020-16990,Microsoft,0,0,1,0,0,0,0,0,1
CVE-2020-16991,Microsoft,0,0,1,0,0,1,0,1,3
CVE-2020-16992,Microsoft,0,1,0,0,0,0,0,0,1
CVE-2020-16993,Microsoft,0,1,1,0,0,0,0,1,3
CVE-2020-16994,Microsoft,0,0,1,0,0,1,0,1,3
CVE-2020-16995,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-16996,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-16997,Microsoft,0,0,0,0,1,0,0,0,1
CVE-2020-16998,Microsoft,0,1,0,0,0,0,0,0,1
CVE-2020-16999,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-1700,Red Hat,0,0,0,0,0,0,0,0,0
CVE-2020-17000,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-17001,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-17002,Microsoft,0,1,0,0,0,0,0,0,1
CVE-2020-17003,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-17004,Microsoft,0,0,0,0,0,0,0,0,0
CVE-2020-17005,Microsoft,0,0,0,0,0,0,0,0,0
